lat,lon,operator,start_date
46.5821403158927,13.0095029840244,Vodafone Omnitel,2018-1-12
45.9786623628193,12.5788533945245,Wind-Tre,2019-6-26
46.4054145550601,13.1902254433334,Wind-Tre,2019-3-11
46.1145313845481,12.9604839409364,Wind-Tre,2019-3-15
46.0989461444279,13.0106511400468,Wind-Tre,2019-4-9
46.1228350910975,13.4261141993911,Wind-Tre,2018-11-20
46.3959408033886,13.0285900074876,Wind-Tre,2019-3-20
45.945627200997,12.8791387837686,Iliad Italia,2020-9-23
45.8383341250078,13.0948242918225,Wind-Tre,2019-5-7
45.5904539291584,13.8029835980489,Iliad Italia,2018-6-26
46.051934224582,13.056242812294,Wind-Tre,2019-4-23
46.0557579536556,13.2301482810777,Telecom Italia Mobile,2021-10-22
46.1905366367776,12.7746405732353,Wind-Tre,2019-5-3
45.9474084298426,12.7534460755806,Iliad Italia,2020-3-6
46.1018285382305,13.2271524848784,Iliad Italia,2020-8-5
45.7979770071957,13.5651547161092,Wind-Tre,2019-7-31
45.916458040406,13.4570184303257,Wind-Tre,2019-4-8
45.9371837811582,13.5958130280514,Telecom Italia Mobile,2019-6-14
45.8099619240687,13.0200005334727,Wind-Tre,2020-4-2
46.0109331942214,13.1567365336811,Iliad Italia,2020-8-5
46.061207899163,12.9799060903305,Wind-Tre,2021-4-2
46.0579052880027,13.241386666281,Telecom Italia Mobile,2019-5-2
45.8579525411862,12.6248299470694,Wind-Tre,2016-3-30
45.6451416411059,13.8064619398563,Telecom Italia Mobile,2017-6-6
46.1500373618733,13.2408089837498,Wind-Tre,2020-3-26
46.1877712332002,13.2571005708603,Wind-Tre,2018-10-5
45.8453492577195,13.488561554003,Iliad Italia,2021-1-26
46.0861706017886,12.9532076065516,Wind-Tre,2019-4-24
45.9919687822988,12.6426971613202,Telecom Italia Mobile,2021-6-29
46.5059429495412,13.4824842981426,Telecom Italia Mobile,2020-4-27
45.9571826783665,12.9743212230803,Wind-Tre,2019-4-9
45.9761800011307,13.2427786321409,Iliad Italia,2020-7-22
46.2306520654141,13.0843452561871,Wind-Tre,2019-4-24
45.874300340851,13.3525635135749,Iliad Italia,2020-6-19
45.8135295378937,13.5205778432213,Altro Gestore,2020-12-18
46.2066948004908,13.1042279675102,Wind-Tre,2019-3-11
46.3835730738246,13.1322366754082,Wind-Tre,2019-3-6
46.1260966009409,13.2198318135446,Wind-Tre,2019-6-7
45.8203910198923,13.5092428658277,Wind-Tre,2019-2-12
45.8072846655456,13.0841988246663,Wind-Tre,2019-4-8
46.137688590609,12.9725795589729,Wind-Tre,2019-3-11
46.211026962518,13.1354728704931,Wind-Tre,2019-3-28
46.1850698120333,13.0614145641951,Wind-Tre,2019-4-24
45.8069197569825,13.5174118581855,Wind-Tre,2019-5-24
46.057270620187,13.268304952298,Wind-Tre,2019-5-15
45.8490195940412,12.8924353969178,Wind-Tre,2019-4-11
45.9686675380158,12.9682463331756,Wind-Tre,2019-6-10
45.9289047055041,13.6186077861786,Iliad Italia,2021-11-11
46.0198851389292,13.210334634189,Iliad Italia,2021-3-12
45.9761800011307,13.2427786321409,Wind-Tre,2019-8-30
45.9612063660266,12.9795946731662,Wind-Tre,2019-6-21
45.8228891013456,13.336218989974,Wind-Tre,2018-3-16
45.6795881682252,13.4008296256606,Wind-Tre,2021-5-19
46.0952148026726,13.2066615306398,Wind-Tre,2019-6-20
46.0478622935739,13.3833315297866,Wind-Tre,2018-12-11
46.187831943196,13.1186155371279,Wind-Tre,2019-5-2
46.0881964805381,13.1958669130014,Wind-Tre,2019-5-9
46.2629187229914,13.0995340782065,Wind-Tre,2018-12-11
45.9125223076144,13.3196234097319,Wind-Tre,2019-9-17
46.0461113977928,12.6748224387581,Vodafone Omnitel,2020-12-29
45.8135295378937,13.5205778432213,Altro Gestore,2020-12-18
46.2740589702004,13.1258166096345,Wind-Tre,2019-4-2
45.8898452937809,13.3419845722074,Wind-Tre,2018-11-22
46.0061616585312,12.9734942469988,Wind-Tre,2019-3-11
46.399545314534,13.0131019079573,Wind-Tre,2019-6-7
46.277618982447,13.0660461255242,Wind-Tre,2019-3-15
45.8463750978436,13.3270674361002,Wind-Tre,2018-3-7
46.0633099177748,13.2513478238879,Wind-Tre,2020-12-11
45.6795357843065,13.3875024810499,Wind-Tre,2019-2-19
45.9092098830519,12.8513175698557,Iliad Italia,2020-4-28
45.6540885301514,13.7810616795315,Vodafone Omnitel,2020-12-11
45.940124453547,13.5987614096967,Wind-Tre,2020-9-30
45.9969563694307,12.7048929075279,Iliad Italia,2020-12-3
45.6953800820581,13.0599682770564,Wind-Tre,2019-4-4
45.675653937907,13.1116990358595,Wind-Tre,2019-3-6
45.8579525411862,12.6248299470694,Iliad Italia,2020-11-19
46.2752034617816,13.1029417822756,Wind-Tre,2019-6-14
45.9177977860034,12.8464144107163,Telecom Italia Mobile,2019-12-16
45.9871009138833,13.2062749975275,Wind-Tre,2019-8-22
45.8092278297831,13.3570833316788,Iliad Italia,2020-7-8
45.611118420647,13.8221110704014,Wind-Tre,2021-10-25
45.6423795380894,13.820089321086,Telecom Italia Mobile,2021-12-28
45.6793617115401,13.1220317210448,Iliad Italia,2020-12-3
45.8473069357482,13.4647536337059,Wind-Tre,2019-9-4
46.3500996303126,13.0705383194558,Wind-Tre,2020-6-15
45.9001270917427,13.1795689826336,Wind-Tre,2019-12-23
45.6671842253045,13.7720104359136,Iliad Italia,2018-7-4
45.8849693375797,13.2527192377582,Iliad Italia,2021-12-27
45.6479874189694,13.7799402367804,Vodafone Omnitel,2021-7-29
45.9460430416996,12.6747056412969,Iliad Italia,2021-6-4
45.9659895454264,12.5661969205438,Wind-Tre,2019-6-3
45.9882145872043,12.6384690915823,Wind-Tre,2019-6-14
45.9481352549405,12.5023899479743,Wind-Tre,2019-6-20
46.1880234287294,12.7824007436239,Telecom Italia Mobile,2019-9-17
45.8661929886049,12.7701016726025,Iliad Italia,2020-2-25
45.9003873409152,13.3853743318476,Iliad Italia,2020-5-7
45.9631920438933,12.7715528758162,Wind-Tre,2019-4-19
45.6601297823785,13.7928245796461,Wind-Tre,2019-5-7
45.6500603150486,13.7715416290855,Vodafone Omnitel,2021-3-29
45.8759715316207,13.492885240945,Iliad Italia,2020-3-10
45.6749238909532,13.0951655492447,Wind-Tre,2019-3-26
45.6816791626072,13.3911584074725,Wind-Tre,2019-6-3
46.5031273718482,13.4058598944789,Telecom Italia Mobile,2003-4-23
45.9652524977872,12.7997437211232,Wind-Tre,2019-4-23
45.8661929886049,12.7701016726025,Wind-Tre,2019-4-2
46.2451115244834,12.9252574645625,Wind-Tre,2019-8-22
46.1936281184788,12.5728067473572,Wind-Tre,2019-8-22
46.0486513321493,12.8755628610349,Wind-Tre,2019-6-10
45.6090502272395,13.8288731505738,Iliad Italia,2018-3-1
45.8495695788803,12.7077372049075,Wind-Tre,2019-4-19
46.0286438358526,12.6824296944357,Wind-Tre,2019-9-2
45.9398351714471,12.8410365881098,Wind-Tre,2019-12-23
45.9001270917427,13.1795689826336,Iliad Italia,2020-11-20
46.0633396242777,13.219414932869,Vodafone Omnitel,2021-9-23
45.646622083166,13.7632970988858,Telecom Italia Mobile,2021-8-9
46.1019026652328,13.0866855759273,Iliad Italia,2020-9-23
45.9784504786424,13.423752059388,Wind-Tre,2019-12-23
45.9285170326544,12.8757026155994,Wind-Tre,2019-5-3
46.1093614664046,12.8767423696295,Wind-Tre,2019-6-20
45.8463292474159,12.8846936526685,Wind-Tre,2019-4-2
46.1089618277986,13.2105582799126,Telecom Italia Mobile,2019-10-11
45.8152445856776,12.6825223288353,Wind-Tre,2019-4-16
46.0106088200639,12.6242688323535,Wind-Tre,2019-8-30
46.5078221398217,13.5440199336314,Wind-Tre,2003-2-25
45.996243420278,12.5474322324911,Wind-Tre,2019-6-26
45.9554752985446,12.6347547302942,Wind-Tre,2019-6-28
45.9333652576626,12.6463928852585,Wind-Tre,2019-5-17
45.6411453263561,13.8020877508847,Iliad Italia,2018-7-19
45.9489516268447,12.660010018775,Iliad Italia,2020-12-3
45.9688195196533,12.4562197018724,Wind-Tre,2019-9-17
46.0956387701613,12.5901569369301,Wind-Tre,2019-8-1
45.8217565993792,13.2166756626899,Telecom Italia Mobile,2020-2-18
45.9316358073516,12.6546853113166,Wind-Tre,2019-4-11
46.1117762913492,13.2051109485021,Wind-Tre,2019-11-18
45.9575086960356,12.6480983783508,Telecom Italia Mobile,2021-3-22
46.0589902239981,13.2493820795596,Wind-Tre,2019-9-24
45.6396342742853,13.8270823977868,Vodafone Omnitel,2020-8-14
45.8578310663032,12.8856136549072,Iliad Italia,2020-12-16
45.8619021383969,13.2901694627569,Wind-Tre,2019-5-2
45.8213371994279,13.3339222966157,Wind-Tre,2019-5-9
45.8176538956579,13.1340716272648,Wind-Tre,2019-5-2
45.8632628968865,12.9306092599083,Wind-Tre,2019-4-8
46.0878104882338,12.9473389775653,Telecom Italia Mobile,2019-10-15
45.8874841983257,13.2929029923892,Wind-Tre,2019-10-18
46.0619175321754,13.2464722596687,Wind-Tre,2019-10-10
45.9013754192648,13.3279901487796,Iliad Italia,2020-3-24
45.6345393243193,13.781226538884,Wind-Tre,2019-11-5
45.6303775638638,13.7996102245306,Wind-Tre,2019-3-27
45.6404355036824,13.795019782304,Wind-Tre,2019-11-12
45.9592918121423,12.5171761529805,Wind-Tre,2019-4-16
45.9490924653228,12.482080066255,Wind-Tre,2019-4-9
46.0489426696998,13.2502373879783,Wind-Tre,2019-6-10
45.9669848557537,13.1389355270994,Wind-Tre,2019-12-16
46.083112293006,13.1995262253164,Wind-Tre,2019-8-2
45.9285422956959,13.1538438971153,Wind-Tre,2019-8-30
45.6554529403803,13.8012884778258,Telecom Italia Mobile,2017-6-27
45.9714933346666,12.6503446536693,Wind-Tre,2019-6-28
45.7472874771883,13.6656991478713,Wind-Tre,2019-9-2
45.9591671488512,12.6521049718841,Wind-Tre,2019-10-11
45.7754529138978,13.612161799723,Telecom Italia Mobile,2018-2-7
45.9714365561787,12.6801043684747,Wind-Tre,2019-7-2
46.415365375292,12.801243563645,Vodafone Omnitel,2020-4-10
45.773820488928,13.6365506280777,Wind-Tre,2019-3-6
45.8860307875137,12.5781779645187,Iliad Italia,2021-7-28
45.8898452937809,13.3419845722074,Iliad Italia,2020-7-3
45.8575708707341,13.5633851705506,Iliad Italia,2021-3-19
45.9683466763687,13.3234586495378,Iliad Italia,2021-4-7
46.018623097879,13.2277127396968,Wind-Tre,2019-9-2
46.0675157975613,13.2404438909821,Wind-Tre,2019-8-13
46.0890154347529,13.1834790354096,Telecom Italia Mobile,2019-11-6
46.0461470215865,13.2076147630255,Wind-Tre,2019-6-10
46.1613838160083,13.1649175295901,Wind-Tre,2019-5-2
45.7032879000327,13.7382543652893,Vodafone Omnitel,2020-11-2
45.8627113669812,13.3227730229584,Telecom Italia Mobile,2019-12-3
46.0154950851977,13.2635589915975,Wind-Tre,2019-6-10
46.0627209391059,13.2342958191655,Wind-Tre,2019-10-10
46.056626576611,13.2374894326499,Wind-Tre,2019-9-30
45.9903326016008,13.4391342489439,Wind-Tre,2019-9-4
45.7885326681117,13.4080457782379,Wind-Tre,2019-8-22
45.8605940451961,13.312847738493,Wind-Tre,2019-9-24
46.0764884220158,13.2496523977912,Wind-Tre,2019-11-7
45.7354340800892,13.6914301470959,Iliad Italia,2019-7-23
46.110368807581,12.5250725163926,Wind-Tre,2020-4-23
46.1130094605364,13.2422274148057,Wind-Tre,2019-11-18
46.0735536289934,13.2069497650237,Wind-Tre,2019-10-11
45.7690696822721,13.3548436538812,Wind-Tre,2018-3-28
45.9284980968306,13.2774284797887,Wind-Tre,2019-9-11
45.6008892944373,13.7388803102962,Iliad Italia,2019-5-7
45.8611917084261,13.4817420916217,Iliad Italia,2021-3-12
46.0546698461966,13.2294539473448,Wind-Tre,2019-10-9
45.5996409042503,13.7676599572736,Iliad Italia,2018-2-15
46.0653440504911,13.2450112516376,Wind-Tre,2019-8-13
45.8542420826759,12.809274173033,Wind-Tre,2019-4-24
45.6005918940315,13.8047990691982,Iliad Italia,2018-3-16
46.0404148280102,12.6607543647345,Telecom Italia Mobile,2019-10-23
45.6575217296869,13.8087223461534,Wind-Tre,2018-8-7
45.9591901706075,13.4197687788781,Wind-Tre,2020-4-23
45.7910877518967,13.0767563696184,Wind-Tre,2020-1-29
46.0758522974298,13.2293970861535,Wind-Tre,2019-10-17
45.7640552584981,13.3691474954924,Wind-Tre,2019-9-2
45.7896836541334,13.5891374501829,Wind-Tre,2019-12-23
46.4402387514666,13.3093235062084,Wind-Tre,2020-4-23
45.9651803412364,12.6718833740157,Wind-Tre,2019-11-29
45.6852844382341,13.1321905723871,Wind-Tre,2019-5-15
45.6408941545929,13.7614124197877,Wind-Tre,2019-11-12
45.874300340851,13.3525635135749,Wind-Tre,2020-4-17
46.0113959205585,13.1197955039434,Wind-Tre,2020-4-17
45.6465190151783,13.7620917732959,Wind-Tre,2019-12-30
45.8803595835198,13.3694376268267,Wind-Tre,2020-4-17
45.8756765254594,13.03852782141,Wind-Tre,2019-3-11
46.08721027526,13.2339010292028,Telecom Italia Mobile,2021-9-17
46.0662436944571,13.2532076059465,Iliad Italia,2020-2-4
46.1585537006079,13.0099303005884,Telecom Italia Mobile,2021-2-5
46.1585537006079,13.0099303005884,Vodafone Omnitel,2021-2-5
45.9890671336374,13.3876129998061,Wind-Tre,2020-4-27
45.9895448677493,13.2908074436425,Wind-Tre,2018-3-26
45.8965546561139,13.4953137799978,Telecom Italia Mobile,2020-2-4
45.8304611732002,13.1951853247362,Wind-Tre,2020-2-4
45.9650129407766,12.6718839375018,Iliad Italia,2020-5-26
45.6144279098846,13.8145258671481,Telecom Italia Mobile,2022-2-21
46.057270620187,13.268304952298,Iliad Italia,2021-11-29
45.9331398342407,12.5034493397358,Wind-Tre,2019-11-18
45.9339453158171,13.5706960320481,Vodafone Omnitel,2020-12-14
45.7948225179516,13.2279976563302,Wind-Tre,2020-2-12
46.0534561731221,13.1501301489208,Iliad Italia,2021-3-23
45.6275498295616,13.8105712006621,Telecom Italia Mobile,2022-1-20
46.1615557848411,12.7184815708462,Iliad Italia,2020-8-12
46.0614495188696,13.2364153577076,Wind-Tre,2019-10-1
45.9353194428532,13.1148101773463,Wind-Tre,2020-4-27
46.1649236033336,12.712129788064,Telecom Italia Mobile,2014-9-2
46.0689201641678,13.239879430548,Altro Gestore,2018-12-4
46.1816560952141,12.7552754015314,Telecom Italia Mobile,2019-3-22
45.9511561430023,13.2208213420958,Wind-Tre,2019-9-11
45.7193628864861,13.4584815169081,Telecom Italia Mobile,2014-2-6
45.8677967737277,12.7692644577724,Telecom Italia Mobile,2020-2-25
46.1559171351058,12.6937871840354,Iliad Italia,2020-10-28
46.397010876485,13.026606723511,Vodafone Omnitel,2014-4-3
45.8870377324021,13.3102735785423,Iliad Italia,2021-4-20
46.0546906028528,13.2447981853962,Wind-Tre,2021-11-11
45.6333982746882,13.8028674278398,Iliad Italia,2018-10-19
45.9589607418464,12.9895787727553,Telecom Italia Mobile,2019-9-4
45.9891733569979,13.3623046628335,Wind-Tre,2020-4-28
46.122314446645,13.4255147445531,Telecom Italia Mobile,2020-4-28
45.9538181974367,13.6160687422783,Telecom Italia Mobile,2019-9-27
46.4997499143824,12.8477841157211,Telecom Italia Mobile,2020-2-4
45.9013754192648,13.3279901487796,Wind-Tre,2019-11-29
45.943872333229,13.1728344715878,Telecom Italia Mobile,2019-4-4
45.6812328452444,13.3833278725469,Iliad Italia,2020-2-28
45.9030057158718,12.5948918479547,Vodafone Omnitel,2021-5-17
45.6289048252248,13.7914002765986,Iliad Italia,2018-3-8
46.0948015106548,13.2314787520761,Vodafone Omnitel,2021-8-23
45.6103986656262,13.8554271347914,Iliad Italia,2019-7-24
45.6214743721605,13.7865483342888,Iliad Italia,2018-8-3
45.6418211417353,13.781567775638,Iliad Italia,2018-2-19
45.6257175335181,13.8993897598285,Iliad Italia,2018-6-4
46.1644493048511,13.001599820531,Telecom Italia Mobile,2014-3-5
45.8976174386463,12.5941449197793,Wind-Tre,2019-4-9
46.0998704106502,13.4413883001616,Iliad Italia,2020-5-29
46.0117486604111,13.1253768126449,Iliad Italia,2020-10-26
45.948345973233,12.8421214421679,Telecom Italia Mobile,2021-5-6
46.1264077034474,13.1885458772623,Telecom Italia Mobile,2020-4-27
46.2768760612466,13.2691044114905,Wind-Tre,2020-4-27
45.9755394969318,12.5252472639625,Wind-Tre,2019-7-2
45.9289621310079,13.395703308498,Wind-Tre,2020-4-27
46.1633073947084,13.204359952923,Wind-Tre,2020-4-28
45.9058194473177,12.5455718471608,Wind-Tre,2019-7-16
46.5109395094797,13.3354677247959,Wind-Tre,2020-4-28
45.9671739682525,12.6182786780651,Wind-Tre,2019-7-11
45.9786302415674,12.7025651902351,Wind-Tre,2019-4-17
45.9969563694307,12.7048929075279,Wind-Tre,2019-4-19
45.6168174156434,13.7925925298619,Telecom Italia Mobile,2021-4-9
46.0187745000953,13.2082801727767,Wind-Tre,2020-4-28
46.084367192715,13.226008681143,Telecom Italia Mobile,2021-4-9
46.1134289650985,13.29666545165,Wind-Tre,2020-4-27
46.0211328997376,13.1038015178902,Wind-Tre,2020-4-27
46.5050500407318,13.5797101590911,Wind-Tre,2020-4-27
45.9533706587275,13.1805045549313,Wind-Tre,2020-4-27
45.9973474422816,13.2686598083294,Iliad Italia,2021-6-18
45.9755205897302,12.6160939975297,Wind-Tre,2019-5-9
46.12539132327,13.3034443184958,Wind-Tre,2020-4-27
46.3857406589482,13.1357340254306,Telecom Italia Mobile,2020-4-27
45.8511536615189,12.9622146645291,Iliad Italia,2021-10-12
45.9532032274437,13.2672173238147,Wind-Tre,2020-4-27
46.5797252456957,12.8086108114888,Wind-Tre,2020-4-27
45.8282014965819,13.2775160370416,Wind-Tre,2020-6-26
46.0211973964045,13.3210975994436,Wind-Tre,2020-5-7
45.9502208334954,12.508369805085,Wind-Tre,2019-4-8
45.9868298008498,12.9340253574096,Telecom Italia Mobile,2020-5-4
46.0535448531407,13.2305034065087,Wind-Tre,2021-9-7
46.0972466929967,13.13303209364,Wind-Tre,2020-5-4
45.8426157274538,13.1388195320036,Wind-Tre,2020-5-4
46.0134333603887,13.2181036618153,Telecom Italia Mobile,2020-5-4
45.8202028009609,13.202019122155,Wind-Tre,2020-2-7
45.8077836067902,13.0851289592631,Vodafone Omnitel,2020-3-23
45.7180479876696,13.0485557154091,Wind-Tre,2018-3-19
46.4600542617015,12.6925953867037,Wind-Tre,2020-5-4
46.4600542617015,12.6925953867037,Vodafone Omnitel,2020-5-4
45.6426211978341,13.776588213998,Telecom Italia Mobile,2021-3-11
46.0019231864483,13.3408302061956,Wind-Tre,2020-5-4
45.8169660674905,13.3301369663539,Wind-Tre,2022-1-26
46.5852120148623,12.7772600309669,Telecom Italia Mobile,2020-5-4
45.7979902250935,13.4070454780063,Wind-Tre,2019-12-16
46.1106243221603,13.2447707745113,Iliad Italia,2021-11-11
46.5547774778162,12.8537113006442,Telecom Italia Mobile,2021-1-21
45.9784504786424,13.423752059388,Iliad Italia,2019-12-23
46.0336096359517,12.8370473046353,Wind-Tre,2019-11-4
45.8423865132297,12.629289378122,Wind-Tre,2019-9-11
46.4395343700267,12.564720880286,Wind-Tre,2019-4-23
45.9595333125939,13.6075341484741,Telecom Italia Mobile,2021-4-20
46.0062945057628,12.6108338747448,Wind-Tre,2019-8-30
45.6505316987393,13.8136602414506,Vodafone Omnitel,2020-11-26
45.9439659090522,12.7185413217183,Wind-Tre,2019-4-17
46.0376332800976,12.5482562763304,Wind-Tre,2019-8-20
46.0018741276528,12.8604850423312,Wind-Tre,2019-10-18
45.9703333498028,12.6559170537896,Wind-Tre,2019-6-25
45.8909553059706,12.691038563077,Wind-Tre,2019-4-19
