X,Y,OPERATORE,DATA,STATO ATTIVAZIONE,COMUNE,PROVINCIA,ETRS89EST,ETRS89NORD
12.5250225166322,45.9755134069373,ILIAD ITALIA,2020 March 24,REALIZZATO,FONTANAFREDDA,PN,308274.2,5094305.3
13.2483541467725,46.3869435999261,VODAFONE OMNITEL,2020 November 09,DA REALIZZARE,RESIA,UD,365315.57,5138531.86
13.4727830753438,46.0103573651656,TELECOM ITALIA MOBILE,2020 March 17,DA REALIZZARE,DOLEGNA DEL COLLIO,GO,381766.6,5096332.1
12.5169514095434,45.9592657235466,ILIAD ITALIA,2020 May 07,REALIZZATO,SACILE,PN,307592.7,5092519.6
13.4926599585803,45.8759454366284,WIND-TRE,2019 April 16,REALIZZATO,SAGRADO,GO,383023,5081369
12.607620108861,45.9438800012517,TELECOM ITALIA MOBILE,2019 September 05,REALIZZATO,PORCIA,PN,314567,5090595.2
13.8026692214235,45.5930417205983,WIND-TRE,2019 April 04,REALIZZATO,MUGGIA,TS,406610.7,5049530.4
12.6234753268394,45.8475007299001,TELECOM ITALIA MOBILE,2019 September 13,REALIZZATO,PASIANO DI PORDENONE,PN,315476.8,5079850.5
12.6745976113118,46.0460852999266,TELECOM ITALIA MOBILE,2019 October 25,DA REALIZZARE,SAN QUIRINO,PN,320090,5101796.9
12.8832899583381,46.112557168141,TELECOM ITALIA MOBILE,2019 October 18,DA REALIZZARE,SPILIMBERGO,PN,336432.3,5108731.5
13.2700714152086,46.0776641560577,VODAFONE OMNITEL,2020 November 02,DA REALIZZARE,UDINE,UD,366235.9,5104131.3
12.4766682715529,45.981681079429,ILIAD ITALIA,2020 April 03,REALIZZATO,CANEVA,PN,304550.2,5095108.1
13.1956417991083,46.0881703722553,ILIAD ITALIA,2020 November 03,DA REALIZZARE,TAVAGNACCO,UD,360507.3,5105426.5
13.2447861100441,46.0653179433998,VODAFONE OMNITEL,2020 November 02,DA REALIZZARE,UDINE,UD,364250.5,5102802.4
12.6180538792379,45.96714787741,ILIAD ITALIA,2019 December 30,REALIZZATO,PORCIA,PN,315453,5093156.1
12.6515079129974,45.9593071175756,ILIAD ITALIA,2020 April 27,REALIZZATO,PORDENONE,PN,318019.2,5092208
13.1954488112785,46.0848866893777,VODAFONE OMNITEL,2020 November 02,DA REALIZZARE,UDINE,UD,360484.1,5105062
13.224554844553,46.0413153895102,ILIAD ITALIA,2020 October 22,DA REALIZZARE,UDINE,UD,362626.3,5100170.3
13.6866368096999,45.732330390966,VODAFONE OMNITEL,2020 November 12,DA REALIZZARE,TRIESTE,TS,397814.2,5065147
13.1357317124384,45.6895584482176,TELECOM ITALIA MOBILE,2019 October 31,DA REALIZZARE,LIGNANO SABBIADORO,UD,354840.8,5061246.4
12.9338003852856,45.9868037038133,VODAFONE OMNITEL,2014 July 28,REALIZZATO,SEDEGLIANO,UD,339972.5,5094656.9
13.0963155419869,45.658385403382,VODAFONE OMNITEL,2019 July 24,REALIZZATO,LIGNANO SABBIADORO,UD,351689.38,5057855.34
13.4068202411368,45.7979641371164,ILIAD ITALIA,2020 April 28,REALIZZATO,FIUMICELLO,UD,376188.6,5072834.5
13.1997198096294,46.0797581426896,ILIAD ITALIA,2020 November 12,DA REALIZZARE,UDINE,UD,360801.4,5104484.7
13.3385032033126,45.7979251679798,ILIAD ITALIA,2020 November 12,DA REALIZZARE,TERZO D'AQUILEIA,UD,370879.4,5072938.3
13.0953470736974,45.67135371455,TELECOM ITALIA MOBILE,2019 October 31,DA REALIZZARE,LIGNANO SABBIADORO,UD,351648.2,5059297.9
13.1558611647627,46.2418043569792,TELECOM ITALIA MOBILE,2019 October 18,DA REALIZZARE,ARTEGNA,UD,357828.4,5122567
12.8470198493209,46.0218684842141,WIND-TRE,2019 April 23,REALIZZATO,SAN MARTINO AL TAGLIAMENTO,PN,333356.8,5098730.8
12.7532212017296,45.9473823384656,WIND-TRE,2019 April 16,REALIZZATO,ZOPPOLA,PN,325863.3,5090655.8
13.7925991288846,45.6601037017365,VODAFONE OMNITEL,2020 November 12,DA REALIZZARE,TRIESTE,TS,405937.5,5056992.7
13.4430748551337,46.0457951834705,WIND-TRE,2018 November 09,REALIZZATO,CIVIDALE DEL FRIULI,UD,379543.7,5100314
13.392606830438,46.0211781560613,ILIAD ITALIA,2020 November 03,DA REALIZZARE,MANZANO,UD,375583.88,5097656.54
13.7426777100294,45.7135848558186,ILIAD ITALIA,2019 November 07,DA REALIZZARE,SGONICO,TS,402141.7,5062994.3
12.9811649315237,46.1698452196046,WIND-TRE,2019 March 19,REALIZZATO,RAGOGNA,UD,344157.2,5114899.8
12.8010186776886,46.4153392471464,WIND-TRE,2019 February 28,REALIZZATO,AMPEZZO,UD,331008.3,5142545.8
13.7539822862727,45.6429355392834,VODAFONE OMNITEL,2020 November 12,DA REALIZZARE,TRIESTE,TS,402899.4,5055131.4
12.7049269906705,45.9184966619235,WIND-TRE,2019 April 04,REALIZZATO,FIUME VENETO,PN,322027.9,5087553.2
13.7705117216454,45.6450975614111,ILIAD ITALIA,2018 July 16,REALIZZATO,TRIESTE,TS,404191.2,5055351.7
12.8760111588927,46.0485297437814,TELECOM ITALIA MOBILE,2019 October 09,REALIZZATO,SAN GIORGIO DELLA RICHINVELDA,PN,335679.8,5101632.7
13.2329658358484,45.9013696400654,WIND-TRE,2020 March 19,REALIZZATO,GONARS,UD,362932.2,5084607.2
13.2490979640294,46.3868779547467,WIND-TRE,2019 March 11,REALIZZATO,RESIA,UD,365372.6,5138523.3
13.0516010343895,45.946742808706,WIND-TRE,2019 March 19,REALIZZATO,BERTIOLO,UD,348987.2,5089976
12.74094928121,46.3976131195912,WIND-TRE,2019 March 20,REALIZZATO,AMPEZZO,UD,326335.81,5140706.39
13.1324051346066,46.3294390671257,WIND-TRE,2018 December 28,REALIZZATO,VENZONE,UD,356249.6,5132346.4
13.4771431195089,46.3901258628638,WIND-TRE,2019 April 24,REALIZZATO,CHIUSAFORTE,UD,382913.8,5138521.4
13.6230278045845,45.9457361433694,VODAFONE OMNITEL,2020 November 12,DA REALIZZARE,GORIZIA,GO,393274,5088940.2
12.5939201319578,45.8975913536188,ILIAD ITALIA,2020 November 09,DA REALIZZARE,PRATA DI PORDENONE,PN,313349.9,5085484.4
13.1517160297748,46.0965261799811,ILIAD ITALIA,2020 November 06,DA REALIZZARE,MARTIGNACCO,UD,357133.08,5106432.89
13.2999147246956,46.1860840956305,WIND-TRE,2019 March 22,REALIZZATO,ATTIMIS,UD,368801.23,5116127.81
13.6074157758738,45.945914152593,TELECOM ITALIA MOBILE,2019 November 12,DA REALIZZARE,GORIZIA,GO,392064.3,5088981
13.0148249144413,46.3962041401338,WIND-TRE,2018 December 28,REALIZZATO,TOLMEZZO,UD,347385.6,5139984.9
13.2361902207661,46.0614234121813,ILIAD ITALIA,2019 November 07,DA REALIZZARE,UDINE,UD,363576.1,5102384.4
13.2500085659226,46.0403985087143,ILIAD ITALIA,2020 March 24,DA REALIZZARE,UDINE,UD,364593.5,5100024.8
13.1083381147241,45.8297174632213,WIND-TRE,2018 November 20,REALIZZATO,POCENIA,UD,353076.3,5076868.2
13.0527578429439,45.8783153525551,WIND-TRE,2019 February 28,REALIZZATO,RIVIGNANO,UD,348891.2,5082371.3
12.8648175944389,45.8710657754595,ALTRO GESTORE,2020 March 24,DA REALIZZARE,SESTO AL REGHENA,PN,334285.4,5081939
13.351939040375,45.8211194106683,ILIAD ITALIA,2020 March 23,REALIZZATO,CERVIGNANO DEL FRIULI,UD,371976.7,5075493.6
12.7995188223286,45.9652264043346,ILIAD ITALIA,2020 March 24,DA REALIZZARE,ZOPPOLA,PN,329506.3,5092538.2
12.9953461095793,45.8856154558096,WIND-TRE,2019 April 23,REALIZZATO,VARMO,UD,344456.4,5083292.7
12.7930480987753,46.1523594731538,TELECOM ITALIA MOBILE,2019 September 25,REALIZZATO,ARBA,PN,329581.9,5113343.5
13.0177670691277,46.1442330163124,WIND-TRE,2018 March 08,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346911.6,5111982.9
13.1275641166261,46.2249900448174,WIND-TRE,2019 April 08,REALIZZATO,BUIA,UD,355602.8,5120749.9
13.3089173095464,46.4060473501398,WIND-TRE,2019 March 27,REALIZZATO,CHIUSAFORTE,UD,370017.6,5140553.2
13.1517798241174,46.0965219016455,WIND-TRE,2017 June 21,SOSTITUITO,MARTIGNACCO,UD,357138,5106432.3
12.9888358316501,45.9676461929138,WIND-TRE,2019 April 08,REALIZZATO,CODROIPO,UD,344181.2,5092419.3
13.3077451193049,46.5059000842589,WIND-TRE,2019 May 02,REALIZZATO,PONTEBBA,UD,370165.1,5151650.1
13.2112860262437,46.0505444850162,ILIAD ITALIA,2019 November 07,DA REALIZZARE,UDINE,UD,361622.7,5101218.7
13.1745649810391,46.2249008028291,WIND-TRE,2019 April 23,REALIZZATO,MAGNANO IN RIVIERA,UD,359227.1,5120655.5
13.0963155419869,45.658385403382,TELECOM ITALIA MOBILE,2019 July 24,REALIZZATO,LIGNANO SABBIADORO,UD,351689.38,5057855.34
13.0051760603581,46.1683066407542,WIND-TRE,2018 November 06,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346006.4,5114682
12.8753428843083,46.1325138249044,TELECOM ITALIA MOBILE,2019 November 05,DA REALIZZARE,SPILIMBERGO,PN,335877.5,5110965.2
12.8602601111628,46.0018480304715,TELECOM ITALIA MOBILE,2019 March 26,REALIZZATO,VALVASONE,PN,334321.8,5096478.8
13.0547419407316,46.1816184297887,WIND-TRE,2019 April 19,REALIZZATO,MAIANO,UD,349868.9,5116066.1
12.9900834355821,45.9709425588946,WIND-TRE,2019 March 22,REALIZZATO,CODROIPO,UD,344287.1,5092783.1
12.7032992493455,45.9632233599693,TELECOM ITALIA MOBILE,2019 October 24,REALIZZATO,CORDENONS,PN,322044.9,5092526.1
13.2399739408845,46.0711634781882,ILIAD ITALIA,2019 November 12,DA REALIZZARE,UDINE,UD,363892.7,5103460.1
13.3873596480538,46.0562918546183,WIND-TRE,2019 April 24,REALIZZATO,PREMARIACCO,UD,375256.8,5101566.1
13.1199670952698,46.2160478329672,WIND-TRE,2019 August 21,REALIZZATO,BUIA,UD,354993.4,5119770.2
13.2224627036573,46.3905078926277,WIND-TRE,2019 February 28,REALIZZATO,RESIUTTA,UD,363333.7,5138972.3
13.4052880334653,46.4979746490077,WIND-TRE,2019 March 19,REALIZZATO,MALBORGHETTO VALBRUNA,UD,377631,5150613.7
13.0964443638679,46.4820590553232,WIND-TRE,2018 December 05,REALIZZATO,ARTA TERME,UD,353889.9,5149370.2
12.9833248724424,45.9540157570873,WIND-TRE,2019 January 11,REALIZZATO,CODROIPO,UD,343715.9,5090915.7
13.7772373712119,45.6851293346617,ILIAD ITALIA,2018 August 28,REALIZZATO,TRIESTE,TS,404783.2,5059791.2
12.6887160695588,45.9526531613628,WIND-TRE,2019 September 05,REALIZZATO,PORDENONE,PN,320880.9,5091384.4
13.0156018854277,46.4057701959245,WIND-TRE,2019 March 20,REALIZZATO,TOLMEZZO,UD,347472,5141046.3
13.2939050225799,46.4627924779686,WIND-TRE,2018 November 15,REALIZZATO,DOGNA,UD,368999.8,5146883.1
13.5718357070742,46.4201068656623,WIND-TRE,2019 March 04,REALIZZATO,TARVISIO,UD,390254.4,5141716.9
13.0092779867538,46.5821141721998,VODAFONE OMNITEL,2018 January 12,REALIZZATO,PALUZZA,UD,347479.91,5160652.64
13.2684346520658,45.9973213402058,TELECOM ITALIA MOBILE,2019 November 05,DA REALIZZARE,PAVIA DI UDINE,UD,365915.1,5095207.5
13.351939040375,45.8211194106683,WIND-TRE,2019 October 24,DA REALIZZARE,CERVIGNANO DEL FRIULI,UD,371976.7,5075493.6
12.7119049437742,46.1648974957029,WIND-TRE,2019 June 20,REALIZZATO,MANIAGO,PN,323356.4,5114913.9
12.5786286177815,45.9786362717103,WIND-TRE,2019 June 26,REALIZZATO,FONTANAFREDDA,PN,312437.3,5094524.6
13.1900003405061,46.4053884224648,WIND-TRE,2019 March 11,REALIZZATO,MOGGIO UDINESE,UD,360875.7,5140682.3
12.9602589578058,46.1145052772343,WIND-TRE,2019 March 15,REALIZZATO,DIGNANO,UD,342385.5,5108792.4
13.2095098925989,46.0315464526086,TELECOM ITALIA MOBILE,2019 November 05,DA REALIZZARE,CAMPOFORMIDO,UD,361437.8,5099111
13.0104261287616,46.0989200376485,WIND-TRE,2019 April 09,REALIZZATO,COSEANO,UD,346218.6,5106962.5
13.4258889590398,46.1228089775441,WIND-TRE,2018 November 20,REALIZZATO,TORREANO,UD,378383.46,5108896.93
13.0283649943979,46.3959146735559,WIND-TRE,2019 March 20,REALIZZATO,TOLMEZZO,UD,348425.7,5139926.7
12.9967294598721,46.1497334441673,WIND-TRE,2019 April 17,REALIZZATO,SAN DANIELE DEL FRIULI,UD,345302.3,5112634.8
13.0945992272494,45.8383080374739,WIND-TRE,2019 May 07,REALIZZATO,POCENIA,UD,352032,5077848
13.8027581406127,45.5904278539825,ILIAD ITALIA,2018 June 26,REALIZZATO,MUGGIA,TS,406613.3,5049239.9
13.6136741805081,45.9359411769444,ILIAD ITALIA,2019 November 12,DA REALIZZARE,GORIZIA,GO,392530.1,5087864.5
13.056017774564,46.0519081208527,WIND-TRE,2019 April 23,REALIZZATO,MERETO DI TOMBA,UD,349614.8,5101652
12.8953981858007,46.1176743569306,TELECOM ITALIA MOBILE,2019 November 12,DA REALIZZARE,SPILIMBERGO,PN,337383,5109275.2
13.3277649576221,45.9013493240186,ILIAD ITALIA,2020 March 24,DA REALIZZARE,PALMANOVA,UD,370285.6,5084446.4
13.2622268747047,45.903253195793,WIND-TRE,2020 March 19,DA REALIZZARE,GONARS,UD,365206.5,5084766.6
12.7744156951446,46.1905105262337,WIND-TRE,2019 May 03,REALIZZATO,CAVASSO NUOVO,PN,328262,5117622.5
12.6651657561446,46.1491480800838,WIND-TRE,2019 August 22,REALIZZATO,MONTEREALE VALCELLINA,PN,319696.7,5113269.1
13.2622268747047,45.903253195793,ILIAD ITALIA,2020 March 19,DA REALIZZARE,GONARS,UD,365206.5,5084766.6
13.799574675968,45.7009728717696,ILIAD ITALIA,2019 November 22,DA REALIZZARE,TRIESTE,TS,406549,5061525.1
12.729420472568,45.9000316249545,WIND-TRE,2020 March 31,DA REALIZZARE,FIUME VENETO,PN,323868.8,5085447.3
13.2529108206688,46.0527150823932,ILIAD ITALIA,2019 November 22,DA REALIZZARE,UDINE,UD,364848.11,5101388.31
13.5649293925028,45.797950917634,WIND-TRE,2019 July 31,REALIZZATO,MONFALCONE,GO,388475.7,5072600.2
13.4567931685247,45.9164319426023,WIND-TRE,2019 April 08,REALIZZATO,MARIANO DEL FRIULI,GO,380326.6,5085920.4
13.5955876902812,45.937157680375,TELECOM ITALIA MOBILE,2019 June 14,REALIZZATO,GORIZIA,GO,391130.4,5088024.2
13.0197755092147,45.8099358397292,WIND-TRE,2020 April 02,REALIZZATO,RONCHIS,UD,346143.3,5074837.2
13.8192908688856,45.6759092863056,ILIAD ITALIA,2019 November 25,DA REALIZZARE,TRIESTE,TS,408042.8,5058717.7
12.5032246029631,45.9331137479118,WIND-TRE,2019 November 18,DA REALIZZARE,SACILE,PN,306438,5089647.3
13.2411615265093,46.0578791815315,TELECOM ITALIA MOBILE,2019 May 02,REALIZZATO,UDINE,UD,363951.9,5101982.1
12.6716585456136,45.9651542497113,WIND-TRE,2019 November 29,DA REALIZZARE,PORDENONE,PN,319599.6,5092811.8
12.6185240854629,45.9866422620481,VODAFONE OMNITEL,2019 September 02,REALIZZATO,ROVEREDO IN PIANO,PN,315554.2,5095320.9
13.8062364813973,45.6451155615471,TELECOM ITALIA MOBILE,2017 June 06,REALIZZATO,TRIESTE,TS,406975.1,5055311.6
13.2405838465252,46.1500112482708,WIND-TRE,2020 March 26,REALIZZATO,REANA DEL ROIALE,UD,364133.8,5112219.6
13.2568754255285,46.1877451164949,WIND-TRE,2018 October 05,REALIZZATO,NIMIS,UD,365483.9,5116384.4
13.3277649576221,45.9013493240186,WIND-TRE,2019 November 29,DA REALIZZARE,PALMANOVA,UD,370285.6,5084446.4
13.1432782554776,45.6902574440669,ILIAD ITALIA,2019 November 29,DA REALIZZARE,LIGNANO SABBIADORO,UD,355430.2,5061310.4
12.6353869033741,46.1863624423746,TELECOM ITALIA MOBILE,2017 February 15,REALIZZATO,ANDREIS,PN,317520.3,5117471.9
12.9529826266449,46.08614449677,WIND-TRE,2019 April 24,REALIZZATO,DIGNANO,UD,341742.1,5105655.8
13.2086610809657,46.0512107950233,WIND-TRE,2019 June 06,REALIZZATO,UDINE,UD,361421.3,5101297.3
13.2829880455851,46.0194652143626,TELECOM ITALIA MOBILE,2019 November 22,DA REALIZZARE,PRADAMANO,UD,367095.1,5097643.4
13.3072311240809,45.9039298099632,WIND-TRE,2002 April 08,REALIZZATO,PALMANOVA,UD,368698.9,5084766.7
12.748159709568,45.9272777926616,TELECOM ITALIA MOBILE,2019 November 29,DA REALIZZARE,FIUME VENETO,PN,325407.9,5088433.2
13.3118113808321,45.9059417177935,WIND-TRE,2002 April 09,REALIZZATO,PALMANOVA,UD,369058.9,5084982.7
12.974096227935,45.9571565830948,WIND-TRE,2019 April 09,REALIZZATO,CODROIPO,UD,343009.6,5091282.8
12.701594036632,45.9891468498348,ILIAD ITALIA,2020 April 02,DA REALIZZARE,CORDENONS,PN,321995.9,5095410.1
13.0841202076627,46.2306259475114,WIND-TRE,2019 April 24,REALIZZATO,BUIA,UD,352267.7,5121456.1
13.2095098925989,46.0315464526086,WIND-TRE,2019 November 25,DA REALIZZARE,CAMPOFORMIDO,UD,361437.8,5099111
13.1040029073356,46.2066686841795,WIND-TRE,2019 March 11,REALIZZATO,BUIA,UD,353737.2,5118757.4
13.132011604301,46.3835469436062,WIND-TRE,2019 March 06,REALIZZATO,VENZONE,UD,356361.2,5138359.1
13.2196066873399,46.1260704894368,WIND-TRE,2019 June 07,REALIZZATO,TAVAGNACCO,UD,362454.3,5109595.7
13.5090175733474,45.8203649291067,WIND-TRE,2019 February 12,REALIZZATO,MONFALCONE,GO,384177.1,5075170
13.0839737651202,45.8072585805884,WIND-TRE,2019 April 08,REALIZZATO,PALAZZOLO DELLO STELLA,UD,351124.1,5074418.1
13.6257464737451,45.9459884869123,TELECOM ITALIA MOBILE,2019 November 18,DA REALIZZARE,GORIZIA,GO,393485.2,5088964.6
12.972354569803,46.1376624813407,WIND-TRE,2019 March 11,REALIZZATO,SAN DANIELE DEL FRIULI,UD,343385.8,5111341.4
13.1352477931191,46.2110008454817,WIND-TRE,2019 March 28,REALIZZATO,BUIA,UD,356158.8,5119181.62
13.0611895271614,46.1850436979349,WIND-TRE,2019 April 24,REALIZZATO,MAIANO,UD,350375.8,5116434.5
13.5171865609506,45.8068936671775,WIND-TRE,2019 May 24,REALIZZATO,MONFALCONE,GO,384783.9,5073661.5
13.2680797976511,46.0572445134527,WIND-TRE,2019 May 15,REALIZZATO,UDINE,UD,366032.5,5101865.9
12.8922104437516,45.8489935083593,WIND-TRE,2019 April 11,REALIZZATO,CORDOVADO,PN,336346.6,5079430.2
12.9680213416934,45.9686414419297,WIND-TRE,2019 June 10,REALIZZATO,CODROIPO,UD,342571.4,5092570.8
13.778286890334,45.6391449459484,ILIAD ITALIA,2020 March 31,DA REALIZZARE,TRIESTE,TS,404787,5054681.1
12.9157335857094,46.4090752427156,WIND-TRE,2019 April 23,REALIZZATO,VILLA SANTINA,UD,339805.6,5141611
13.2425534896351,45.9761539010053,WIND-TRE,2019 August 30,REALIZZATO,PAVIA DI UDINE,UD,363859.1,5092899.6
12.9793696752285,45.9611802703701,WIND-TRE,2019 June 21,REALIZZATO,CODROIPO,UD,343429.58,5091719.47
13.3359937925175,45.8228630121717,WIND-TRE,2018 March 16,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370742.1,5075713
13.2293677212317,45.8364244506247,WIND-TRE,2019 December 03,DA REALIZZARE,PORPETTO,UD,362493,5077397.8
13.2064364109562,46.0951886937166,WIND-TRE,2019 June 20,REALIZZATO,TAVAGNACCO,UD,361359.4,5106187.4
13.2362059156797,46.0707120600863,TELECOM ITALIA MOBILE,2019 July 16,REALIZZATO,UDINE,UD,363600.2,5103416.4
13.383106311429,46.0478361862907,WIND-TRE,2018 December 11,REALIZZATO,PREMARIACCO,UD,374908.7,5100633.3
13.1183904684918,46.1878058281571,WIND-TRE,2019 May 02,REALIZZATO,COLLOREDO DI  MONTE ALBANO,UD,354797.39,5116635.16
13.1956417991083,46.0881703722553,WIND-TRE,2019 May 09,REALIZZATO,TAVAGNACCO,UD,360507.3,5105426.5
13.0993090221111,46.2628926024162,WIND-TRE,2018 December 11,REALIZZATO,OSOPPO,UD,353524.82,5125013.04
13.3193982234304,45.9124962115881,WIND-TRE,2019 September 17,REALIZZATO,PALMANOVA,UD,369662.7,5085698.5
13.1396600893492,46.2793450641447,WIND-TRE,2018 April 20,REALIZZATO,GEMONA DEL FRIULI,UD,356677.3,5126767.3
13.4334186224231,46.0859542235966,WIND-TRE,2019 April 08,REALIZZATO,CIVIDALE DEL FRIULI,UD,378884.5,5104790.6
13.1255915392464,46.2740328484396,WIND-TRE,2019 April 02,REALIZZATO,GEMONA DEL FRIULI,UD,355579.5,5126202.6
